Algorithm, InputSize, TimeMicroseconds
MatrixMultiply_MemoryArena_SIMD,65536,2357
MatrixMultiply_MemoryArena_SIMD,262144,6642
MatrixMultiply_MemoryArena_SIMD,1048576,25172
MatrixMultiply_MemoryArena_SIMD,4194304,170416
